"activty" "subjectId" "variable" "value"
"laying" 19 "meantimeBodyaccelerationmean-Y" -0.0187589558484787
"laying" 19 "meantimeBodyaccelerationmean-Z" -0.12140415774744
"laying" 19 "meantimeBodyaccelerationstandarddev-X" -0.461518195570603
"laying" 19 "meantimeBodyaccelerationstandarddev-Y" -0.382898728217553
"laying" 19 "meantimeBodyaccelerationstandarddev-Z" -0.563379417093972
"laying" 19 "meantimeBodygyroscopeJerkmagnitudemean" -0.598923600520567
"laying" 19 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.653554118557801
"laying" 19 "meantimeBodygyroscopeJerkmean-X" -0.0869042168156028
"laying" 19 "meantimeBodygyroscopeJerkmean-Y" -0.0374993264437234
"laying" 19 "meantimeBodygyroscopeJerkmean-Z" -0.0572815080969149
"laying" 19 "meantimeBodygyroscopeJerkstandarddev-X" -0.518143683504965
"laying" 19 "meantimeBodygyroscopeJerkstandarddev-Y" -0.653111328633333
"laying" 19 "meantimeBodygyroscopeJerkstandarddev-Z" -0.604108473047411
"laying" 19 "meantimeBodygyroscopemagnitudemean" -0.436124386587234
"laying" 19 "meantimeBodygyroscopemagnitudestandarddev" -0.512127771264184
"laying" 19 "meantimeBodygyroscopemean-X" -0.0426130632166468
"laying" 19 "meantimeBodygyroscopemean-Y" -0.0687555371432624
"laying" 19 "meantimeBodygyroscopemean-Z" 0.089144878148227
"laying" 19 "meantimeBodygyroscopestandarddev-X" -0.544103884670922
"laying" 19 "meantimeBodygyroscopestandarddev-Y" -0.552569791211738
"laying" 19 "meantimeBodygyroscopestandarddev-Z" -0.555552530206028
"laying" 19 "meantimeGravityaccelerationmagnitudemean" -0.410877683475496
"laying" 19 "meantimeGravityaccelerationmagnitudestandarddev" -0.498668963457695
"laying" 19 "meantimeGravityaccelerationmean-X" 0.396641053120567
"laying" 19 "meantimeGravityaccelerationmean-Y" 0.117385170141844
"laying" 19 "meantimeGravityaccelerationmean-Z" 0.205164116944078
"laying" 19 "meantimeGravityaccelerationstandarddev-X" -0.952134253546099
"laying" 19 "meantimeGravityaccelerationstandarddev-Y" -0.955034903368794
"laying" 19 "meantimeGravityaccelerationstandarddev-Z" -0.935134902021277
"laying" 21 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.679742584809363
"laying" 21 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.683725127418382
"laying" 21 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.826275026053922
"laying" 21 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.834949863259804
"laying" 21 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.776473060171569
"laying" 21 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.793158526279412
"laying" 21 "meanfrequencyBodyaccelerationJerkmean-X" -0.71641413145049
"laying" 21 "meanfrequencyBodyaccelerationJerkmean-Y" -0.678615118728922
"laying" 21 "meanfrequencyBodyaccelerationJerkmean-Z" -0.767351986555392
"laying" 21 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.709800728388235
"laying" 21 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.674102360655147
"laying" 21 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.794922813673627
"laying" 21 "meanfrequencyBodyaccelerationmagnitudemean" -0.658664719514706
"laying" 21 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.714345739215931
"laying" 21 "meanfrequencyBodyaccelerationmean-X" -0.693486097144118
"laying" 21 "meanfrequencyBodyaccelerationmean-Y" -0.59377821414902
"laying" 21 "meanfrequencyBodyaccelerationmean-Z" -0.707713799021814
"laying" 21 "meanfrequencyBodyaccelerationstandarddev-X" -0.665349663426471
"laying" 21 "meanfrequencyBodyaccelerationstandarddev-Y" -0.578748586831863
"laying" 21 "meanfrequencyBodyaccelerationstandarddev-Z" -0.675588192778676
"laying" 21 "meanfrequencyBodygyroscopemean-X" -0.752040828651961
"laying" 21 "meanfrequencyBodygyroscopemean-Y" -0.759325714811275
"laying" 21 "meanfrequencyBodygyroscopemean-Z" -0.709471420465686
"laying" 21 "meanfrequencyBodygyroscopestandarddev-X" -0.811026710110294
"laying" 21 "meanfrequencyBodygyroscopestandarddev-Y" -0.771388318823529
"laying" 21 "meanfrequencyBodygyroscopestandarddev-Z" -0.728319304730637
"laying" 21 "meantimeBodyaccelerationJerkmagnitudemean" -0.703461275879657
"laying" 21 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.680069218953922
"laying" 21 "meantimeBodyaccelerationJerkmean-X" 0.0822207874776961
"laying" 21 "meantimeBodyaccelerationJerkmean-Y" 0.00350107553584853
"laying" 21 "meantimeBodyaccelerationJerkmean-Z" -0.010659072671299
"laying" 21 "meantimeBodyaccelerationJerkstandarddev-X" -0.699763344205784
"laying" 21 "meantimeBodyaccelerationJerkstandarddev-Y" -0.66515912310562
"laying" 21 "meantimeBodyaccelerationJerkstandarddev-Z" -0.78182390148299
"laying" 21 "meantimeBodyaccelerationmagnitudemean" -0.620309259553676
"laying" 21 "meantimeBodyaccelerationmagnitudestandarddev" -0.6601960145
"laying" 21 "meantimeBodyaccelerationmean-X" 0.277466525522059
"laying" 21 "meantimeBodyaccelerationmean-Y" -0.0176664578561765
"laying" 21 "meantimeBodyaccelerationmean-Z" -0.10877848058848
"laying" 21 "meantimeBodyaccelerationstandarddev-X" -0.672323867377451
"laying" 21 "meantimeBodyaccelerationstandarddev-Y" -0.565585190336299
"laying" 21 "meantimeBodyaccelerationstandarddev-Z" -0.669621813176471
"laying" 21 "meantimeBodygyroscopeJerkmagnitudemean" -0.807817403137255
"laying" 21 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.82408989995098
"laying" 21 "meantimeBodygyroscopeJerkmean-X" -0.100558317889216
"laying" 21 "meantimeBodygyroscopeJerkmean-Y" -0.0408236141863333
"laying" 21 "meantimeBodygyroscopeJerkmean-Z" -0.0533861046416422
"laying" 21 "meantimeBodygyroscopeJerkstandarddev-X" -0.792483156720588
"laying" 21 "meantimeBodygyroscopeJerkstandarddev-Y" -0.815859336004902
"laying" 21 "meantimeBodygyroscopeJerkstandarddev-Z" -0.812017312181373
"laying" 21 "meantimeBodygyroscopemagnitudemean" -0.693779224517157
"laying" 21 "meantimeBodygyroscopemagnitudestandarddev" -0.761303119652451
"laying" 21 "meantimeBodygyroscopemean-X" -0.0276346639303578
"laying" 21 "meantimeBodygyroscopemean-Y" -0.0784719736838971
"laying" 21 "meantimeBodygyroscopemean-Z" 0.0861212668362745
"laying" 21 "meantimeBodygyroscopestandarddev-X" -0.79617228689951
"laying" 21 "meantimeBodygyroscopestandarddev-Y" -0.765057760637255
"laying" 21 "meantimeBodygyroscopestandarddev-Z" -0.701642028499559
"laying" 21 "meantimeGravityaccelerationmagnitudemean" -0.620309259553676
"laying" 21 "meantimeGravityaccelerationmagnitudestandarddev" -0.6601960145
"laying" 21 "meantimeGravityaccelerationmean-X" 0.645775957808824
"laying" 21 "meantimeGravityaccelerationmean-Y" -0.0750963071446078
"laying" 21 "meantimeGravityaccelerationmean-Z" 0.0321851774362745
"laying" 21 "meantimeGravityaccelerationstandarddev-X" -0.965586634460784
"laying" 21 "meantimeGravityaccelerationstandarddev-Y" -0.969330818455882
"laying" 21 "meantimeGravityaccelerationstandarddev-Z" -0.953093993308823
"laying" 22 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.585442501515888
"laying" 22 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.599286879114019
"laying" 22 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.830191956697819
"laying" 22 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.835597218255452
"laying" 22 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.728166770031153
"laying" 22 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.699600086233645
"laying" 22 "meanfrequencyBodyaccelerationJerkmean-X" -0.60425320237352
"laying" 22 "meanfrequencyBodyaccelerationJerkmean-Y" -0.574318114038941
"laying" 22 "meanfrequencyBodyaccelerationJerkmean-Z" -0.739701808286604
"laying" 22 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.602457991412617
"laying" 22 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.576391814080349
"laying" 22 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.780252702647975
"laying" 22 "meanfrequencyBodyaccelerationmagnitudemean" -0.574333164853583
"laying" 22 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.673896212809346
"laying" 22 "meanfrequencyBodyaccelerationmean-X" -0.594929652065732
"laying" 22 "meanfrequencyBodyaccelerationmean-Y" -0.508172778206231
"laying" 22 "meanfrequencyBodyaccelerationmean-Z" -0.687320961149533
"laying" 22 "meanfrequencyBodyaccelerationstandarddev-X" -0.528958812567601
"laying" 22 "meanfrequencyBodyaccelerationstandarddev-Y" -0.51558097336324
"laying" 22 "meanfrequencyBodyaccelerationstandarddev-Z" -0.665516999699377
"laying" 22 "meanfrequencyBodygyroscopemean-X" -0.639575654479751
"laying" 22 "meanfrequencyBodygyroscopemean-Y" -0.79139974588785
"laying" 22 "meanfrequencyBodygyroscopemean-Z" -0.643363339819315
"laying" 22 "meanfrequencyBodygyroscopestandarddev-X" -0.714977903442368
"laying" 22 "meanfrequencyBodygyroscopestandarddev-Y" -0.782046079563863
"laying" 22 "meanfrequencyBodygyroscopestandarddev-Z" -0.690679448900312
"laying" 22 "meantimeBodyaccelerationJerkmagnitudemean" -0.609772829890966
"laying" 22 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.589823140414673
"laying" 22 "meantimeBodyaccelerationJerkmean-X" 0.0791031130417757
"laying" 22 "meantimeBodyaccelerationJerkmean-Y" 0.0152572466619626
"laying" 22 "meantimeBodyaccelerationJerkmean-Z" -0.0072287329753271
"laying" 22 "meantimeBodyaccelerationJerkstandarddev-X" -0.584963756862305
"laying" 22 "meantimeBodyaccelerationJerkstandarddev-Y" -0.560470117123364
"laying" 22 "meantimeBodyaccelerationJerkstandarddev-Z" -0.760468444299065
"laying" 22 "meantimeBodyaccelerationmagnitudemean" -0.504099198287601
"laying" 22 "meantimeBodyaccelerationmagnitudestandarddev" -0.595953853592586
"laying" 22 "meantimeBodyaccelerationmean-X" 0.274767690046106
"laying" 22 "meantimeBodyaccelerationmean-Y" -0.0168273604077383
"laying" 22 "meantimeBodyaccelerationmean-Z" -0.108670376782866
"laying" 22 "meantimeBodyaccelerationstandarddev-X" -0.546089975548692
"laying" 22 "meantimeBodyaccelerationstandarddev-Y" -0.491188426241526
"laying" 22 "meantimeBodyaccelerationstandarddev-Z" -0.65508967878972
"laying" 22 "meantimeBodygyroscopeJerkmagnitudemean" -0.794681311214953
"laying" 22 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.82649344800623
"laying" 22 "meantimeBodygyroscopeJerkmean-X" -0.109257561827445
"laying" 22 "meantimeBodygyroscopeJerkmean-Y" -0.0384616223750156
"laying" 22 "meantimeBodygyroscopeJerkmean-Z" -0.0582144293519003
"laying" 22 "meantimeBodygyroscopeJerkstandarddev-X" -0.708898710199377
"laying" 22 "meantimeBodygyroscopeJerkstandarddev-Y" -0.859924419844237
"laying" 22 "meantimeBodygyroscopeJerkstandarddev-Z" -0.742272774987539
"laying" 22 "meantimeBodygyroscopemagnitudemean" -0.637666108456075
"laying" 22 "meantimeBodygyroscopemagnitudestandarddev" -0.67637856158162
"laying" 22 "meantimeBodygyroscopemean-X" -0.00800630644716511
"laying" 22 "meantimeBodygyroscopemean-Y" -0.0949661116922118
"laying" 22 "meantimeBodygyroscopemean-Z" 0.0812406584647975
"laying" 22 "meantimeBodygyroscopestandarddev-X" -0.695919202960436
"laying" 22 "meantimeBodygyroscopestandarddev-Y" -0.784052281090343
"laying" 22 "meantimeBodygyroscopestandarddev-Z" -0.654458016208723
"laying" 22 "meantimeGravityaccelerationmagnitudemean" -0.504099198287601
"laying" 22 "meantimeGravityaccelerationmagnitudestandarddev" -0.595953853592586
"laying" 22 "meantimeGravityaccelerationmean-X" 0.609390874922118
"laying" 22 "meantimeGravityaccelerationmean-Y" 0.0315098683115265
"laying" 22 "meantimeGravityaccelerationmean-Z" 0.23588786398215
"laying" 22 "meantimeGravityaccelerationstandarddev-X" -0.95850446411215
"laying" 22 "meantimeGravityaccelerationstandarddev-Y" -0.957323093436449
"laying" 22 "meantimeGravityaccelerationstandarddev-Z" -0.939081026109034
"laying" 23 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.542663319457527
"laying" 23 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.583832309145968
"laying" 23 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.584111049810215
"laying" 23 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.593735302105376
"laying" 23 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.534657191683602
"laying" 23 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.632288527203763
"laying" 23 "meanfrequencyBodyaccelerationJerkmean-X" -0.617521836605645
"laying" 23 "meanfrequencyBodyaccelerationJerkmean-Y" -0.628231338392742
"laying" 23 "meanfrequencyBodyaccelerationJerkmean-Z" -0.578870810235484
"laying" 23 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.635054351475538
"laying" 23 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.636977610060753
"laying" 23 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.627540367652688
"laying" 23 "meanfrequencyBodyaccelerationmagnitudemean" -0.529029284118011
"laying" 23 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.657048917971505
"laying" 23 "meanfrequencyBodyaccelerationmean-X" -0.599080886430645
"laying" 23 "meanfrequencyBodyaccelerationmean-Y" -0.548483208943548
"laying" 23 "meanfrequencyBodyaccelerationmean-Z" -0.49021281618414
"laying" 23 "meanfrequencyBodyaccelerationstandarddev-X" -0.633839114436559
"laying" 23 "meanfrequencyBodyaccelerationstandarddev-Y" -0.554471679592177
"laying" 23 "meanfrequencyBodyaccelerationstandarddev-Z" -0.474767543716048
"laying" 23 "meanfrequencyBodygyroscopemean-X" -0.685136501518817
"laying" 23 "meanfrequencyBodygyroscopemean-Y" -0.497783811010484
"laying" 23 "meanfrequencyBodygyroscopemean-Z" -0.617685416736559
"laying" 23 "meanfrequencyBodygyroscopestandarddev-X" -0.779197054064516
"laying" 23 "meanfrequencyBodygyroscopestandarddev-Y" -0.50785054741371
"laying" 23 "meanfrequencyBodygyroscopestandarddev-Z" -0.644131036807258
"laying" 23 "meantimeBodyaccelerationJerkmagnitudemean" -0.58640067170914
"laying" 23 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.55872531418629
"laying" 23 "meantimeBodyaccelerationJerkmean-X" 0.0778588215843817
"laying" 23 "meantimeBodyaccelerationJerkmean-Y" 0.0200470964972984
"laying" 23 "meantimeBodyaccelerationJerkmean-Z" -0.000717680881887096
"laying" 23 "meantimeBodyaccelerationJerkstandarddev-X" -0.608183751830914
"laying" 23 "meantimeBodyaccelerationJerkstandarddev-Y" -0.61898123051828
"laying" 23 "meantimeBodyaccelerationJerkstandarddev-Z" -0.603048769571532
"laying" 23 "meantimeBodyaccelerationmagnitudemean" -0.532754757205108
"laying" 23 "meantimeBodyaccelerationmagnitudestandarddev" -0.56557562579215
"laying" 23 "meantimeBodyaccelerationmean-X" 0.273493254730108
"laying" 23 "meantimeBodyaccelerationmean-Y" -0.019589258786828
"laying" 23 "meantimeBodyaccelerationmean-Z" -0.109093982385242
"laying" 23 "meantimeBodyaccelerationstandarddev-X" -0.622594039757258
"laying" 23 "meantimeBodyaccelerationstandarddev-Y" -0.532078546615699
"laying" 23 "meantimeBodyaccelerationstandarddev-Z" -0.450557203409946
"laying" 23 "meantimeBodygyroscopeJerkmagnitudemean" -0.623412641977151
"laying" 23 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.573942888021613
"laying" 23 "meantimeBodygyroscopeJerkmean-X" -0.0966990737225806
"laying" 23 "meantimeBodygyroscopeJerkmean-Y" -0.0432722741798387
"laying" 23 "meantimeBodygyroscopeJerkmean-Z" -0.0621959093526344
"laying" 23 "meantimeBodygyroscopeJerkstandarddev-X" -0.728692138333333
"laying" 23 "meantimeBodygyroscopeJerkstandarddev-Y" -0.546043593651882
"laying" 23 "meantimeBodygyroscopeJerkstandarddev-Z" -0.740518145887097
"laying" 23 "meantimeBodygyroscopemagnitudemean" -0.544207964433387
"laying" 23 "meantimeBodygyroscopemagnitudestandarddev" -0.541949073660753
"laying" 23 "meantimeBodygyroscopemean-X" -0.0220890418013172
"laying" 23 "meantimeBodygyroscopemean-Y" -0.0825972963754032
"laying" 23 "meantimeBodygyroscopemean-Z" 0.074694942324328
"laying" 23 "meantimeBodygyroscopestandarddev-X" -0.755738625241935
"laying" 23 "meantimeBodygyroscopestandarddev-Y" -0.500338191139785
"laying" 23 "meantimeBodygyroscopestandarddev-Z" -0.609683451821774
"laying" 23 "meantimeGravityaccelerationmagnitudemean" -0.532754757205108
"laying" 23 "meantimeGravityaccelerationmagnitudestandarddev" -0.56557562579215
"laying" 23 "meantimeGravityaccelerationmean-X" 0.662324737580645
"laying" 23 "meantimeGravityaccelerationmean-Y" 0.0146209197354839
"laying" 23 "meantimeGravityaccelerationmean-Z" 0.0518662466372043
"laying" 23 "meantimeGravityaccelerationstandarddev-X" -0.964393040295699
"laying" 23 "meantimeGravityaccelerationstandarddev-Y" -0.960318907096774
"laying" 23 "meantimeGravityaccelerationstandarddev-Z" -0.934236146612903
"laying" 25 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.779190075892421
"laying" 25 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.783547229755501
"laying" 25 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.875970674743276
"laying" 25 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.877714953691932
"laying" 25 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.754236109755501
"laying" 25 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.697213120366748
"laying" 25 "meanfrequencyBodyaccelerationJerkmean-X" -0.804144642836186
"laying" 25 "meanfrequencyBodyaccelerationJerkmean-Y" -0.740570312249389
"laying" 25 "meanfrequencyBodyaccelerationJerkmean-Z" -0.849504849486553
"laying" 25 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.807712525721271
"laying" 25 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.721707668572127
"laying" 25 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.870541516210269
"laying" 25 "meanfrequencyBodyaccelerationmagnitudemean" -0.69501971
"laying" 25 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.695367928718826
"laying" 25 "meanfrequencyBodyaccelerationmean-X" -0.748416509682152
"laying" 25 "meanfrequencyBodyaccelerationmean-Y" -0.600027697242054
"laying" 25 "meanfrequencyBodyaccelerationmean-Z" -0.738509947579462
"laying" 25 "meanfrequencyBodyaccelerationstandarddev-X" -0.705223686579951
"laying" 25 "meanfrequencyBodyaccelerationstandarddev-Y" -0.529064652290954
"laying" 25 "meanfrequencyBodyaccelerationstandarddev-Z" -0.630224637674572
"laying" 25 "meanfrequencyBodygyroscopemean-X" -0.672197763601467
"laying" 25 "meanfrequencyBodygyroscopemean-Y" -0.81313379207824
"laying" 25 "meanfrequencyBodygyroscopemean-Z" -0.746832213594132
"laying" 25 "meanfrequencyBodygyroscopestandarddev-X" -0.690398481943765
"laying" 25 "meanfrequencyBodygyroscopestandarddev-Y" -0.723584437530562
"laying" 25 "meanfrequencyBodygyroscopestandarddev-Z" -0.771208929095355
"laying" 25 "meantimeBodyaccelerationJerkmagnitudemean" -0.783445354474328
"laying" 25 "meantimeBodyaccelerationJerkmagnitudestandarddev" -0.780451867848411
"laying" 25 "meantimeBodyaccelerationJerkmean-X" 0.0817657442063814
"laying" 25 "meantimeBodyaccelerationJerkmean-Y" 0.00638633884442543
"laying" 25 "meantimeBodyaccelerationJerkmean-Z" -0.010346171499489
"laying" 25 "meantimeBodyaccelerationJerkstandarddev-X" -0.79682335007335
"laying" 25 "meantimeBodyaccelerationJerkstandarddev-Y" -0.722502919364303
"laying" 25 "meantimeBodyaccelerationJerkstandarddev-Z" -0.860669382640587
"laying" 25 "meantimeBodyaccelerationmagnitudemean" -0.583377749713936
"laying" 25 "meantimeBodyaccelerationmagnitudestandarddev" -0.659015505611247
"laying" 25 "meantimeBodyaccelerationmean-X" 0.275301467772127
"laying" 25 "meantimeBodyaccelerationmean-Y" -0.0193221769314914
"laying" 25 "meantimeBodyaccelerationmean-Z" -0.10962903098044
"laying" 25 "meantimeBodyaccelerationstandarddev-X" -0.716264537547677
"laying" 25 "meantimeBodyaccelerationstandarddev-Y" -0.531421035602689
"laying" 25 "meantimeBodyaccelerationstandarddev-Z" -0.64709556105868
"laying" 25 "meantimeBodygyroscopeJerkmagnitudemean" -0.849630706259169
"laying" 25 "meantimeBodygyroscopeJerkmagnitudestandarddev" -0.872776184449878
"laying" 25 "meantimeBodygyroscopeJerkmean-X" -0.108263884562298
"laying" 25 "meantimeBodygyroscopeJerkmean-Y" -0.0389884753435208
"laying" 25 "meantimeBodygyroscopeJerkmean-Z" -0.0555782223647433
"laying" 25 "meantimeBodygyroscopeJerkstandarddev-X" -0.768682473178484
"laying" 25 "meantimeBodygyroscopeJerkstandarddev-Y" -0.902628080757946
"laying" 25 "meantimeBodygyroscopeJerkstandarddev-Z" -0.831848667286064
"laying" 25 "meantimeBodygyroscopemagnitudemean" -0.625733064258924
"laying" 25 "meantimeBodygyroscopemagnitudestandarddev" -0.68515279467066
"laying" 25 "meantimeBodygyroscopemean-X" -0.00298151164792176
"laying" 25 "meantimeBodygyroscopemean-Y" -0.083900354157824
"laying" 25 "meantimeBodygyroscopemean-Z" 0.0993606079900489
"laying" 25 "meantimeBodygyroscopestandarddev-X" -0.683131970775061
"laying" 25 "meantimeBodygyroscopestandarddev-Y" -0.752261013276284
"laying" 25 "meantimeBodygyroscopestandarddev-Z" -0.74741022
"laying" 25 "meantimeGravityaccelerationmagnitudemean" -0.583377749713936
"laying" 25 "meantimeGravityaccelerationmagnitudestandarddev" -0.659015505611247
"laying" 25 "meantimeGravityaccelerationmean-X" 0.672386622127139
"laying" 25 "meantimeGravityaccelerationmean-Y" 0.0471601427530562
"laying" 25 "meantimeGravityaccelerationmean-Z" 0.239226040930391
"laying" 25 "meantimeGravityaccelerationstandarddev-X" -0.950017091344743
"laying" 25 "meantimeGravityaccelerationstandarddev-Y" -0.901088770963325
"laying" 25 "meantimeGravityaccelerationstandarddev-Z" -0.880682330706602
"laying" 26 "meanfrequencyBodyBodyaccelerationJerkmagnitudemean" -0.811055083907895
"laying" 26 "meanfrequencyBodyBodyaccelerationJerkmagnitudestandarddev" -0.811299976757237
"laying" 26 "meanfrequencyBodyBodygyroscopeJerkmagnitudemean" -0.895942263092105
"laying" 26 "meanfrequencyBodyBodygyroscopeJerkmagnitudestandarddev" -0.900418082960526
"laying" 26 "meanfrequencyBodyBodygyroscopemagnitudemean" -0.866592854210526
"laying" 26 "meanfrequencyBodyBodygyroscopemagnitudestandarddev" -0.869453256710526
"laying" 26 "meanfrequencyBodyaccelerationJerkmean-X" -0.828885664342105
"laying" 26 "meanfrequencyBodyaccelerationJerkmean-Y" -0.813670066978947
"laying" 26 "meanfrequencyBodyaccelerationJerkmean-Z" -0.841140613026316
"laying" 26 "meanfrequencyBodyaccelerationJerkstandarddev-X" -0.823791834118421
"laying" 26 "meanfrequencyBodyaccelerationJerkstandarddev-Y" -0.81033083655329
"laying" 26 "meanfrequencyBodyaccelerationJerkstandarddev-Z" -0.851347576776316
"laying" 26 "meanfrequencyBodyaccelerationmagnitudemean" -0.797373303203947
"laying" 26 "meanfrequencyBodyaccelerationmagnitudestandarddev" -0.821611235003289
"laying" 26 "meanfrequencyBodyaccelerationmean-X" -0.798084999106579
"laying" 26 "meanfrequencyBodyaccelerationmean-Y" -0.764578737986842
"laying" 26 "meanfrequencyBodyaccelerationmean-Z" -0.819468786973684
"laying" 26 "meanfrequencyBodyaccelerationstandarddev-X" -0.786684494585526
"laying" 26 "meanfrequencyBodyaccelerationstandarddev-Y" -0.771916156513158
"laying" 26 "meanfrequencyBodyaccelerationstandarddev-Z" -0.826532078684211
"laying" 26 "meanfrequencyBodygyroscopemean-X" -0.827882281605263
"laying" 26 "meanfrequencyBodygyroscopemean-Y" -0.881744655131579
"laying" 26 "meanfrequencyBodygyroscopemean-Z" -0.808503304736842
